Team,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,Season,Season Type,Match Count
New Orleans Pelicans,105.91,109.95,8.83,9.49,9.83,9.19,34.1,36.66,22.86,23.91,7.96,7.58,4.3,5.33,13.44,13.63,21.54,20.52,2015-2016,REG,82
New York Knicks,105.08,107.79,7.95,8.13,11.08,11.57,36.33,35.59,21.89,22.15,6.09,7.65,6.05,4.46,13.53,11.49,21.07,19.78,2015-2016,REG,82
Oklahoma City Thunder,113.54,106.07,8.52,8.38,13.43,11.61,36.65,29.81,23.66,22.2,7.58,9.04,6.12,4.69,15.94,12.91,21.24,20.77,2015-2016,REG,82
Orlando Magic,105.59,107.13,8.02,9.22,10.64,10.48,34.18,35.28,24.39,23.93,8.5,7.81,5.26,5.65,14.07,15.03,21.46,18.86,2015-2016,REG,82
Philadelphia 76ers,99.5,110.23,9.52,7.97,9.69,11.41,32.45,37.31,21.99,23.96,8.47,8.88,6.17,5.82,15.93,14.8,22.17,19.62,2015-2016,REG,82
Phoenix Suns,102.62,109.58,9.16,9.57,11.7,10.12,33.91,34.43,21.1,22.83,7.84,9.72,3.88,5.58,16.85,14.57,23.05,22,2015-2016,REG,82
Portland Trailblazers,109.04,108.47,10.93,8.88,12,11.01,35.17,34.44,22.11,22.45,7.11,7.99,4.78,5.35,14.6,13.29,22.54,20.25,2015-2016,REG,82
Sacramento Kings,106.33,108.94,8.03,10.22,10.56,11.28,33.57,33.68,24.44,24.19,8.93,8.8,4.47,5.31,15.5,15.61,20.39,21.93,2015-2016,REG,82
San Antonio Spurs,110.87,99.47,7.44,7.07,10.07,9.76,36.96,33.64,26.25,22.29,8.84,7.72,6.36,4.15,13.41,15.3,18.71,20.85,2015-2016,REG,82
Toronto Raptors,110.92,105.99,9.32,9.44,11.01,10.29,35.85,33.71,20.23,23.44,8.39,7.03,5.91,5.82,13.09,13.86,21.2,23.7,2015-2016,REG,82
Utah Jazz,106.49,104.6,9.23,8.63,11.7,10.16,35.43,33.55,20.67,20.86,8.39,8.67,5.58,5.12,15.45,14.53,22,21.67,2015-2016,REG,82
Washington Wizards,106,106.5,8.81,9.15,9.23,9.6,33.39,35.49,24.9,22.93,8.81,8.22,4,4.41,14.15,15.86,21.22,20.51,2015-2016,REG,82
Atlanta Hawks,104.05,106.09,11.02,13.54,9.25,12.38,36.8,35.78,23.49,24.03,7.8,7.35,7.9,5.77,14.24,14.06,21,21.93,2015-2016,POFF,10
Boston Celtics,96.24,101.69,8.89,9.95,10.94,8.6,36.24,39.46,21.54,22.93,6.5,8.09,6.67,8.77,14.53,14,22.56,20.24,2015-2016,POFF,6
Charlotte Hornets,99.53,109.46,6.3,9.15,7.87,10.41,32.76,41.64,14.96,21.14,6.3,4.57,3.62,7.89,9.13,12.62,19.21,23.82,2015-2016,POFF,7
Cleveland Cavaliers,122.29,111.98,14.34,12.2,12.51,10.09,38.02,34.17,24.79,23.96,9.06,7.32,4.95,5.21,13.51,14.48,22.9,24.46,2015-2016,POFF,21
Dallas Mavericks,103.08,122.81,6.81,11.18,10.11,14.91,28.57,36.84,22.64,23.47,6.59,8.33,2.64,5.04,12.31,14.04,26.37,24.56,2015-2016,POFF,5
Detroit Pistons,110.79,121.05,10.2,16.67,8.16,11.7,35.86,36.26,25.36,25.73,6.12,6.73,3.79,2.92,11.08,9.06,22.16,23.68,2015-2016,POFF,4
Golden State Warriors,115.93,110.95,13.46,9.88,11.27,13.22,34.89,35.62,26.22,20.97,8.71,9.32,5.92,5.52,14.67,15.68,23.8,24.12,2015-2016,POFF,23
Houston Rockets,92.31,112.25,7.69,11.84,14.58,10,33.4,34.49,18.22,29.39,8.5,9.39,4.25,5.51,19.03,13.47,25.91,22.65,2015-2016,POFF,5
Indiana Pacers,104.63,103.03,9.09,7.98,10.21,16.43,33.65,33.17,20.26,18.02,8.45,8.45,6.22,5.1,15.15,14.51,24.88,24.24,2015-2016,POFF,7
Los Angeles Clippers,104.06,103.18,6,10.6,11.99,14.84,36.86,39.05,19.22,22.62,9,6.01,4.94,3.71,9.7,13.07,21.69,25.27,2015-2016,POFF,6
Memphis Grizzlies,90.5,114.76,5.31,11.42,15.36,8.91,30.17,37.88,18.44,23.96,8.94,10.86,4.47,10.31,16.76,13.65,24.02,19.5,2015-2016,POFF,4
Miami Heat,106.1,102.02,7.51,6.45,9.94,9.25,38.5,33.05,17.92,15.47,5.95,7.7,6.5,3.66,13.38,10.5,23.24,21.31,2015-2016,POFF,14
Oklahoma City Thunder,113.2,107.28,8.8,9.02,13.07,9.83,36.37,31.18,21.62,22.65,8.43,8.9,5.7,4.23,14.56,12.45,22,22.71,2015-2016,POFF,17
Portland Trailblazers,107.44,110.05,12.19,9.12,13.21,11.54,35.54,36.37,22.05,21.95,6.33,7.91,4,6.05,12.84,11.07,24,22.33,2015-2016,POFF,11
San Antonio Spurs,111.6,101.64,8.97,6.78,8.64,13.68,34.57,33.92,23.3,19.8,9.96,7.66,7.66,5.14,11.38,15.76,19.91,21.77,2015-2016,POFF,10
Toronto Raptors,102.81,107.96,7.54,9.01,11.89,9.62,32.53,35.66,17.28,19.4,8.26,7.91,4.02,5.36,13.26,14.15,24.05,22.61,2015-2016,POFF,20
Atlanta Hawks,108.39,110.35,8.56,8.62,11.64,10,33.9,32.76,22.95,21.9,6.16,9.48,3.43,7.76,15.93,12.76,21.92,25.69,2016-2017,POFF,6
Boston Celtics,112.14,114.81,13.56,10.38,10.07,12.04,30.37,35.22,28.72,23.95,8.23,7.85,4.38,5.49,13.85,14.16,22.14,20.18,2016-2017,POFF,18
Chicago Bulls,104.89,112.12,7.61,13.74,13.59,10.13,37.14,32.19,21.74,29.66,7.79,8.86,5.62,3.98,15.22,12.84,19.93,18.63,2016-2017,POFF,6
Cleveland Cavaliers,121.58,112.42,15.11,11.61,9.5,10.69,34.83,31.44,23.12,26.44,7.83,7.78,4.87,4.08,13.32,13.34,19.48,23.29,2016-2017,POFF,17
Golden State Warriors,119.66,105.27,12.73,10.23,9.14,11.1,37.24,32.5,28.54,20.08,8.82,8.53,6.43,3.76,13.8,13.36,21.8,21.64,2016-2017,POFF,16
Houston Rockets,111.9,110.57,13.31,8.68,10.29,13.49,34.28,35.09,20.3,23.3,8.03,8.21,4.82,7.26,13.6,12.55,21.72,20.19,2016-2017,POFF,11
Indiana Pacers,116.62,119.95,12.06,14.36,12.6,10.64,32.44,31.65,24.13,21.01,8.58,7.45,4.02,6.65,13.14,13.3,24.4,19.42,2016-2017,POFF,4
Los Angeles Clippers,109.09,111.08,9.09,10.92,8.61,7.38,33.49,34.83,20.57,22.63,7.02,8.35,2.71,3.53,13.08,12.04,22.65,23.44,2016-2017,POFF,7
Memphis Grizzlies,111.58,120.77,10.81,11.35,8.88,11.35,32.24,34.81,21.82,18.85,5.99,5.96,2.9,4.42,12.16,12.12,25.68,22.12,2016-2017,POFF,6
Milwaukee Bucks,104.1,104.84,10.06,9.5,9.13,8.01,33.33,38.73,23.65,20.11,9.13,8.38,5.59,5.21,14.53,14.9,23.84,23.65,2016-2017,POFF,6
Oklahoma City Thunder,106.54,115.34,8.59,9.82,12.47,10.84,32.11,35.58,20.25,16.97,8.59,7.57,8.18,5.11,12.88,13.91,22.7,23.11,2016-2017,POFF,5
Portland Trailblazers,101,119.2,10.95,12.47,9.95,7.98,33.83,38.4,15.67,27.18,7.21,8.23,4.73,10.22,14.68,12.47,21.64,18.7,2016-2017,POFF,4
San Antonio Spurs,114.05,113.59,9.12,13.59,13.58,9.3,33.76,33.27,22.7,24.03,8.26,8.5,4.99,4.22,12.72,14.19,19.97,22.83,2016-2017,POFF,16
Toronto Raptors,105.22,111.79,8.49,12.56,7.4,8.19,35.37,35.48,21.33,24.02,8.05,8.3,4.79,5.46,13.06,14.41,22.74,21.73,2016-2017,POFF,10
Utah Jazz,107.17,111.68,10.36,9.7,7.37,8.12,35.46,36.34,21.61,23.66,8.07,7.23,3.49,3.56,11.85,12.28,23.11,22.18,2016-2017,POFF,11
Washington Wizards,111.86,112.13,8.68,11.49,11.55,10.3,32.96,32,23.57,25.94,8.2,7.26,6.85,4.55,13.54,14.61,23.81,23.38,2016-2017,POFF,13
Atlanta Hawks,105.59,106.72,9.1,11.17,10.51,10.96,34.87,34.06,24.19,24.01,8.39,9.23,4.96,5.31,15.59,15.1,18.61,22.12,2016-2017,REG,82
Brooklyn Nets,104.87,111.52,10.61,9.87,8.72,10.9,34.81,35.84,21.23,22.82,7.17,9.43,4.68,5.53,15.8,12.74,20.87,20.2,2016-2017,REG,82
Boston Celtics,112.13,109.46,12.47,9.31,9.42,11.19,34.16,35.08,26.19,23.45,7.81,7.89,4.3,5.38,13.13,13.96,21.35,21.08,2016-2017,REG,82
Charlotte Hornets,109.97,109.71,10.54,12.14,9.22,9.36,36.48,37.18,24.18,25.71,7.3,6.89,4.99,5.75,11.5,13.04,17.39,20.84,2016-2017,REG,82
Chicago Bulls,107.74,107.5,7.96,9.36,12.76,10.79,35.73,34.53,23.64,24.81,8.21,7.7,5.02,4.84,13.6,13.54,18.59,19.72,2016-2017,REG,82
Cleveland Cavaliers,114.49,110.89,13.5,10.73,9.69,11.38,35.7,34.38,23.51,25.54,6.82,7.55,4.14,4.4,13.68,12.44,18.8,21.33,2016-2017,REG,82
Dallas Mavericks,106.06,109.39,11.6,10.43,8.55,9.62,33.24,38.67,22.52,23.06,8.11,7.08,4.06,3.7,12.17,15.76,20.7,21.05,2016-2017,REG,82
Denver Nuggets,114.04,113.63,10.83,10.07,12.03,9.6,35.32,32.1,25.86,24.57,7.07,8.49,4.02,5.03,14.76,11.75,19.51,20.6,2016-2017,REG,82
Detroit Pistons,106.92,107.91,8.12,9.85,11.69,8.43,36.52,36.75,22.29,24.78,7.39,7.08,3.99,4.36,11.99,12.81,18.88,18.42,2016-2017,REG,82
Golden State Warriors,116.5,104.7,12.04,9.03,9.44,11.79,35.22,31.89,30.54,22.81,9.62,8.63,6.8,3.83,14.49,14.86,19.43,19.45,2016-2017,REG,82
Houston Rockets,115.53,109.9,14.43,10.03,10.9,10.74,33.54,33.45,25.28,24.21,8.18,8.53,4.3,5,14.51,14.4,19.96,20.48,2016-2017,REG,82
Indiana Pacers,109.12,109.34,8.98,10.75,9.4,11.13,34.21,34.83,23.35,23.2,8.47,8.37,5.18,5.15,13.76,14.85,20.22,20.25,2016-2017,REG,82
Los Angeles Clippers,113.3,109.03,10.69,9.59,9.38,10.66,35.47,34.4,23.5,24.09,7.78,7.35,4.41,3.29,12.99,13.15,20.67,23.38,2016-2017,REG,82
Los Angeles Lakers,106.56,113.57,9.07,10.31,11.59,10.48,32.76,34.81,21.33,26.22,8.38,8.67,3.98,5.47,14.83,14.24,21.1,18.89,2016-2017,REG,82
Memphis Grizzlies,108.45,107.7,10.1,10.68,11.66,10,34.5,35.36,22.96,21.61,8.6,7.54,4.53,5.39,13.41,14.7,24.22,22.44,2016-2017,REG,82
Miami Heat,108.97,107.51,10.41,8.21,11.23,10.75,34.84,35.14,22.44,20.69,7.57,7.14,6.04,5.11,13.31,13.73,21.64,19.65,2016-2017,REG,82
Milwaukee Bucks,109.95,109.89,9.32,10.54,9.36,10.91,33.5,34.03,25.67,25.48,8.62,7.86,5.64,4.84,14.18,14.77,21.48,20.39,2016-2017,REG,82
Minnesota Timberwolves,111.42,112.34,7.74,10.42,12.07,10.35,32.69,32.21,24.97,24.35,8.42,8.08,4.76,5.3,14.14,14.54,21.18,21.59,2016-2017,REG,82
New Orleans Pelicans,106.1,108.17,9.52,10.7,8.72,10.81,35.7,38.31,23.18,23.81,7.91,7.47,5.62,4.31,12.55,13.65,18.48,19.59,2016-2017,REG,82
New York Knicks,108.18,112.17,8.9,10.21,12.43,12.07,34.43,34.39,22.58,22.62,7.35,7.79,5.75,4.78,13.67,12.82,21.09,19.2,2016-2017,REG,82
Oklahoma City Thunder,109.09,108.6,8.64,9.06,12.51,9.38,35.21,32.32,21.48,22,8.09,8.73,5.09,5.63,14.96,13.53,21.4,21.23,2016-2017,REG,82
Orlando Magic,104.98,111.58,8.88,10.04,10.22,10.1,34.63,37.09,23.05,24.47,7.35,7.86,5.02,5.3,13.34,12.88,20.06,19.37,2016-2017,REG,82
Philadelphia 76ers,103.78,109.65,10.27,9.02,9.97,10.96,33.43,34.65,24.08,22.99,8.55,8.71,5.19,5.52,16.19,14.72,22.15,19.91,2016-2017,REG,82
Phoenix Suns,107.29,112.96,7.47,10.03,11.86,10.21,32.95,33.69,19.49,22.1,8.18,8.06,4.85,5.29,14.86,14.44,24.66,22.15,2016-2017,REG,82
Portland Trailblazers,110.82,111.58,10.67,9.56,10.39,10.41,34.43,34.85,21.7,21.18,7.19,7.94,5.11,5.41,13.48,12.75,21.74,20.37,2016-2017,REG,82
Sacramento Kings,108.05,112.1,9.45,11.48,9.16,10.58,33.99,34.46,23.64,24.87,8.04,8.89,4.15,5.38,14.83,13.98,21.37,21.09,2016-2017,REG,82
San Antonio Spurs,111.94,104.07,9.76,8.64,10.64,10.35,35.99,33.63,25.32,22.72,8.49,7.94,6.27,4.31,13.7,14.68,19.41,20.99,2016-2017,REG,82
Toronto Raptors,112.77,108.5,9.33,10.24,11.21,10.71,34.44,33.76,19.52,23.02,8.71,7.05,5.15,5.05,12.47,14.8,21.98,21.48,2016-2017,REG,82
Utah Jazz,111.03,106.63,10.64,9.02,10.37,9.97,37.3,34.32,22.2,19.66,7.4,8.04,5.51,4.19,14.25,12.67,20.77,22.24,2016-2017,REG,82
Washington Wizards,111.84,110.13,9.44,10.13,10.53,10.86,33.37,33.28,24.44,23.39,8.66,7.58,4.2,4.72,13.78,15.14,21.8,20.28,2016-2017,REG,82
Atlanta Hawks,106.83,112.17,11.45,11.92,9.53,10.65,32.8,34.37,24.47,26.75,8.22,8.89,4.53,5.52,15.54,15.58,20.47,21.35,2017-2018,REG,69
Brooklyn Nets,106.92,111.57,12.36,9.16,10.21,10.33,35.05,36.66,23.34,21.78,6.3,7.89,4.28,5.84,14.55,12.22,20.85,19.9,2017-2018,REG,68
Boston Celtics,108.97,104.89,12.24,9.73,9.53,10.22,36.58,35.62,23.53,21.8,7.45,7.36,4.85,4.6,13.66,14.07,20.95,19.82,2017-2018,REG,68
Charlotte Hornets,109.86,110.5,10.17,11.51,10.17,8.24,35.75,36.25,22.05,25.32,7.15,6.6,4.75,5.18,12.5,13.78,18.21,22.96,2017-2018,REG,69
Chicago Bulls,105.37,111.42,11.17,11.84,9.48,8.53,35.96,37.87,23.92,25.91,7.54,7.11,3.68,4.97,13.24,12.93,19.67,17.87,2017-2018,REG,68
Cleveland Cavaliers,112.6,112.59,12.24,12,8.43,10.48,34.4,35.04,24.02,26.26,7.27,7.73,4.07,4.21,13.85,13.22,19.45,21.04,2017-2018,REG,68
Dallas Mavericks,107.42,109.92,12.34,11.29,8.44,9.29,34.63,38.42,23.74,24.12,7.53,7.72,3.83,4.59,12.56,14.43,20.29,21.23,2017-2018,REG,68
Denver Nuggets,112.86,111.36,11.66,11.03,11.32,9.7,34.36,32.7,25.79,25.29,8.13,8.31,4.81,4.92,15.18,14.12,18.98,20.86,2017-2018,REG,69
Detroit Pistons,107.16,109.05,10.94,11.71,10.68,9.57,34.3,35.99,23.53,26.08,7.97,7.7,3.94,5.19,13.73,15.06,19.58,19.24,2017-2018,REG,68
Golden State Warriors,114.57,106.17,11.48,10.09,8.33,10.86,35.22,30.36,29.88,22.8,7.95,8.78,7.71,3.42,15.29,13.14,19.48,18.31,2017-2018,REG,68
Houston Rockets,116.6,107.58,15.79,10.67,9.44,8.64,35.3,33.75,22.3,23.47,8.87,7.54,4.8,4.62,13.84,14.44,20.26,21.35,2017-2018,REG,68
Indiana Pacers,110.47,108.78,9.44,11.12,9.83,10.73,34.37,34.16,22.95,23.76,9.11,7.53,4.34,5.4,13.66,15.29,19.74,19.39,2017-2018,REG,69
Los Angeles Clippers,111.11,109.55,9.99,10.88,10.02,10.82,34.78,33.68,22.71,24.49,7.93,8.58,4.87,5.41,14.38,14.18,20.53,22.61,2017-2018,REG,67
Los Angeles Lakers,107.79,109.12,9.89,10.45,10.86,10.09,35.03,34.35,23.71,23.28,8.02,7.95,4.81,5.55,15.25,14.05,21.27,20.21,2017-2018,REG,68
Memphis Grizzlies,104.87,110.64,9.7,10.84,9.92,9.97,33.15,35.01,22.78,22.87,7.86,8.48,5.25,5.53,15.3,15,25.06,21.88,2017-2018,REG,68
Miami Heat,107.86,107.38,11.58,9.84,9.79,9.27,35.63,35.04,23.5,21.64,7.85,7.73,5.45,4.91,14.52,14.15,21.1,20.24,2017-2018,REG,69
Milwaukee Bucks,110.01,110.46,9.09,10.34,8.61,10.05,32.81,33.93,23.52,24.33,8.86,7.54,5.58,4.48,13.88,15.17,22.51,20.96,2017-2018,REG,68
Minnesota Timberwolves,114.42,111.78,8.28,11.31,10.81,10.31,32.85,33.11,23.63,24.87,8.86,6.62,4.44,4.76,12.25,15.38,18.8,21.61,2017-2018,REG,69
New Orleans Pelicans,108.76,107.74,10.02,10.47,8.3,10.39,34.31,33.64,25.83,23.22,7.65,7.91,5.68,4.05,14.17,13.36,18.82,20.01,2017-2018,REG,68
New York Knicks,107.31,111.26,8.03,11.83,10.83,10.41,34.46,33.58,23.57,24.66,7.05,8.51,5.44,4.85,15,13.57,21.06,19.64,2017-2018,REG,69
Oklahoma City Thunder,111,107.87,11,11.68,12.84,9.8,33.79,33.67,22.04,24.17,9.25,7.99,5.42,4.91,14.08,15.69,20.82,22.04,2017-2018,REG,70
Orlando Magic,107.37,112.08,10.79,9.93,8.88,10.91,33.16,35.37,24,25.07,7.62,8.14,4.88,5.11,14.6,13.77,20.07,19.64,2017-2018,REG,69
Philadelphia 76ers,108.94,106.58,10.73,10.01,11.08,10.16,36.06,32.1,26.16,21.62,8.15,8.94,5.02,5.27,16.65,13.75,22.54,21.05,2017-2018,REG,67
Phoenix Suns,104.64,114.24,9.29,10.78,10.55,10.38,33.68,35.62,21.11,23.07,6.85,8.71,4.56,5.9,15.08,13.07,22.7,21.58,2017-2018,REG,70
Portland Trailblazers,109.96,107.31,10.89,10.04,10.39,9.7,36.7,34.76,20.04,21.01,7.06,7.74,5.24,5.39,13.75,13.02,20.15,20.07,2017-2018,REG,68
Sacramento Kings,104.9,113.05,9.48,12.99,10.06,9.94,32.78,36.47,22.51,25.6,8.52,8.34,4.32,4.85,14.02,14.75,20.86,18.58,2017-2018,REG,69
San Antonio Spurs,108.05,105.11,9.15,9.85,10.65,9.85,36.14,35.42,24.18,22.85,7.92,8.19,5.87,4.04,13.72,14.33,17.89,20.68,2017-2018,REG,69
Toronto Raptors,115.05,105.94,11.99,9.08,10.2,10.34,34.92,33.38,24.5,22.38,8.28,7.24,6.17,4.99,13.03,14.82,22.43,20.67,2017-2018,REG,68
Utah Jazz,108.31,104.62,11.42,10.02,9.34,8.99,35.77,34.86,22.95,20.77,9.18,8.66,5.16,4.84,14.79,15.43,20.59,21.32,2017-2018,REG,69
Washington Wizards,110.47,109.23,10.12,10.25,10.35,10.28,33.9,33.57,25.5,22.52,8.19,7.99,4.42,4.82,14.32,14.88,22.15,21.06,2017-2018,REG,69
